model,researcher_name,ground_truth_groups,top_1_groups,top_1_scores,top_3_groups,top_3_scores,top_5_groups,top_5_scores
nmf,Kehai Chen,Artificial Intelligence | Natural Language Processing,Natural Language Processing,0.744975,Natural Language Processing | Visualization | Machine Learning,0.744975 | 0.702280 | 0.695495,Natural Language Processing | Visualization | Machine Learning | Artificial Intelligence | Software Engineering,0.744975 | 0.702280 | 0.695495 | 0.689698 | 0.686286
nmf,Ken-ichi Kawarabayashi,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing,Databases,0.739586,Databases | Data Mining | The Web & Information Retrieval,0.739586 | 0.650033 | 0.630832,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Visualization,0.739586 | 0.650033 | 0.630832 | 0.538486 | 0.477791
nmf,Kenji Kawaguchi,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Machine Learning,0.945880,Machine Learning | Artificial Intelligence | Visualization,0.945880 | 0.939419 | 0.933470,Machine Learning | Artificial Intelligence | Visualization | Computer Vision | Natural Language Processing,0.945880 | 0.939419 | 0.933470 | 0.929387 | 0.927507
nmf,Kenton Murray,Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Computer Vision,0.393451,Computer Vision | Natural Language Processing | Human-Computer Interaction,0.393451 | 0.364361 | 0.363012,Computer Vision | Natural Language Processing | Human-Computer Interaction | Artificial Intelligence | Computer Graphics,0.393451 | 0.364361 | 0.363012 | 0.354092 | 0.350766
nmf,Keze Wang,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | Robotics,Computer Vision,0.799333,Computer Vision | Machine Learning | Artificial Intelligence,0.799333 | 0.796861 | 0.793997,Computer Vision | Machine Learning | Artificial Intelligence | Natural Language Processing | Data Mining,0.799333 | 0.796861 | 0.793997 | 0.776717 | 0.758122
nmf,Kfir Y. Levy,Artificial Intelligence | Machine Learning,Machine Learning,0.590561,Machine Learning | Artificial Intelligence | Data Mining,0.590561 | 0.561276 | 0.524254,Machine Learning | Artificial Intelligence | Data Mining | Databases | Visualization,0.590561 | 0.561276 | 0.524254 | 0.503166 | 0.481536
nmf,Kian-Lee Tan,Artificial Intelligence | Data Mining | Databases | The Web & Information Retrieval,Human-Computer Interaction,0.835858,Human-Computer Interaction | Robotics | Software Engineering,0.835858 | 0.825852 | 0.821435,Human-Computer Interaction | Robotics | Software Engineering | Visualization | The Web & Information Retrieval,0.835858 | 0.825852 | 0.821435 | 0.820513 | 0.810803
nmf,Klaus Hildebrandt,Computer Graphics | Computer Vision | Human-Computer Interaction | Visualization,Computer Vision,0.762830,Computer Vision | Machine Learning | Computer Graphics,0.762830 | 0.741523 | 0.731563,Computer Vision | Machine Learning | Computer Graphics | Artificial Intelligence | Databases,0.762830 | 0.741523 | 0.731563 | 0.728706 | 0.721276
nmf,Konstantinos Karydis,Computer Vision | Robotics,Robotics,0.715970,Robotics | Human-Computer Interaction | Databases,0.715970 | 0.624703 | 0.611756,Robotics | Human-Computer Interaction | Databases | Data Mining | Artificial Intelligence,0.715970 | 0.624703 | 0.611756 | 0.577589 | 0.570565
nmf,Kris Hauser,Computer Vision | Robotics,Robotics,0.831561,Robotics | Human-Computer Interaction | Computer Graphics,0.831561 | 0.661728 | 0.637227,Robotics | Human-Computer Interaction | Computer Graphics | Computer Vision | Machine Learning,0.831561 | 0.661728 | 0.637227 | 0.559589 | 0.531906
nmf,Krishna P. Gummadi,Artificial Intelligence | Data Mining | Databases | Machine Learning | The Web & Information Retrieval,Natural Language Processing,0.844940,Natural Language Processing | Software Engineering | Artificial Intelligence,0.844940 | 0.839655 | 0.837967,Natural Language Processing | Software Engineering | Artificial Intelligence | Machine Learning | Data Mining,0.844940 | 0.839655 | 0.837967 | 0.836301 | 0.835133
nmf,Kui Jia,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Computer Graphics,0.913053,Computer Graphics | Computer Vision | Robotics,0.913053 | 0.860905 | 0.790180,Computer Graphics | Computer Vision | Robotics | Machine Learning | Human-Computer Interaction,0.913053 | 0.860905 | 0.790180 | 0.777241 | 0.770952
nmf,Kwang Moo Yi,Computer Vision | Machine Learning,Computer Graphics,0.515393,Computer Graphics | Computer Vision | Human-Computer Interaction,0.515393 | 0.468331 | 0.421954,Computer Graphics | Computer Vision | Human-Computer Interaction | Artificial Intelligence | Machine Learning,0.515393 | 0.468331 | 0.421954 | 0.389772 | 0.388550
nmf,Kyong Hwan Jin,Computer Vision | Robotics,Computer Graphics,0.729270,Computer Graphics | Computer Vision | Human-Computer Interaction,0.729270 | 0.575111 | 0.521124,Computer Graphics | Computer Vision | Human-Computer Interaction | Machine Learning | Robotics,0.729270 | 0.575111 | 0.521124 | 0.485954 | 0.485091
nmf,Kyoung Mu Lee,Artificial Intelligence | Computer Vision | Machine Learning,Computer Graphics,0.966893,Computer Graphics | Computer Vision | Robotics,0.966893 | 0.807018 | 0.764168,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Machine Learning,0.966893 | 0.807018 | 0.764168 | 0.747168 | 0.692773
nmf,Kyunghyun Cho,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Visualization,Data Mining,0.961948,Data Mining | Natural Language Processing | Software Engineering,0.961948 | 0.961555 | 0.959999,Data Mining | Natural Language Processing | Software Engineering | The Web & Information Retrieval | Artificial Intelligence,0.961948 | 0.961555 | 0.959999 | 0.958902 | 0.942648
nmf,Lalitha Sankar,Machine Learning | Visualization,Machine Learning,0.370092,Machine Learning | Artificial Intelligence | Data Mining,0.370092 | 0.336050 | 0.280630,Machine Learning | Artificial Intelligence | Data Mining | Visualization | Robotics,0.370092 | 0.336050 | 0.280630 | 0.274414 | 0.272758
nmf,Lan Wang,Computer Vision | Natural Language Processing | The Web & Information Retrieval,Computer Graphics,0.562355,Computer Graphics | Computer Vision | Human-Computer Interaction,0.562355 | 0.555712 | 0.537445,Computer Graphics | Computer Vision | Human-Computer Interaction | Machine Learning | Artificial Intelligence,0.562355 | 0.555712 | 0.537445 | 0.503043 | 0.500680
nmf,Lantao Liu,Robotics,Computer Vision,0.613102,Computer Vision | Machine Learning | Artificial Intelligence,0.613102 | 0.612502 | 0.603367,Computer Vision | Machine Learning | Artificial Intelligence | Data Mining | Databases,0.613102 | 0.612502 | 0.603367 | 0.591609 | 0.571524
nmf,Lars Lindemann,Artificial Intelligence | Machine Learning | Robotics | Software Engineering,Robotics,0.740923,Robotics | Databases | Human-Computer Interaction,0.740923 | 0.666452 | 0.659284,Robotics | Databases | Human-Computer Interaction | Data Mining | Artificial Intelligence,0.740923 | 0.666452 | 0.659284 | 0.637315 | 0.632512
nmf,Laura Alonso Alemany,Machine Learning,Natural Language Processing,0.758165,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.758165 | 0.727442 | 0.661042,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Visualization | Human-Computer Interaction,0.758165 | 0.727442 | 0.661042 | 0.652786 | 0.580510
nmf,Lei Zhang 0006,Artificial Intelligence | Computer Graphics | Computer Vision | Databases | Machine Learning,Computer Graphics,0.884477,Computer Graphics | Human-Computer Interaction | Computer Vision,0.884477 | 0.762281 | 0.756748,Computer Graphics | Human-Computer Interaction | Computer Vision | Robotics | Visualization,0.884477 | 0.762281 | 0.756748 | 0.711792 | 0.699782
nmf,Lei Zou 0001,Artificial Intelligence | Data Mining | Databases | Natural Language Processing,Databases,0.653659,Databases | Data Mining | The Web & Information Retrieval,0.653659 | 0.553336 | 0.530111,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Visualization,0.653659 | 0.553336 | 0.530111 | 0.433700 | 0.377034
nmf,Leif Azzopardi,The Web & Information Retrieval,Software Engineering,0.799318,Software Engineering | Natural Language Processing | The Web & Information Retrieval,0.799318 | 0.790349 | 0.764711,Software Engineering | Natural Language Processing | The Web & Information Retrieval | Visualization | Data Mining,0.799318 | 0.790349 | 0.764711 | 0.731194 | 0.684403
nmf,Leila Takayama,Robotics,Robotics,0.640081,Robotics | Human-Computer Interaction | Computer Vision,0.640081 | 0.478543 | 0.321760,Robotics | Human-Computer Interaction | Computer Vision | Visualization | Machine Learning,0.640081 | 0.478543 | 0.321760 | 0.319743 | 0.304938
nmf,Leonidas J. Guibas,Computer Graphics | Computer Vision | Data Mining | Machine Learning | Robotics,Computer Graphics,0.931498,Computer Graphics | Robotics | Computer Vision,0.931498 | 0.757808 | 0.728229,Computer Graphics | Robotics | Computer Vision | Human-Computer Interaction | Visualization,0.931498 | 0.757808 | 0.728229 | 0.723455 | 0.648937
nmf,Lequan Yu,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning,Machine Learning,0.876784,Machine Learning | Computer Vision | Artificial Intelligence,0.876784 | 0.874985 | 0.871479,Machine Learning | Computer Vision | Artificial Intelligence | Data Mining | Visualization,0.876784 | 0.874985 | 0.871479 | 0.827502 | 0.812340
nmf,Liang Feng 0001,Artificial Intelligence | Databases | Machine Learning,Natural Language Processing,0.775560,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.775560 | 0.739020 | 0.686341,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Visualization | Data Mining,0.775560 | 0.739020 | 0.686341 | 0.679482 | 0.606250
nmf,Liang Lin,Artificial Intelligence | Computer Graphics | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | Robotics | The Web & Information Retrieval,Computer Graphics,0.934113,Computer Graphics | Computer Vision | Human-Computer Interaction,0.934113 | 0.922164 | 0.919168,Computer Graphics | Computer Vision | Human-Computer Interaction | Robotics | Visualization,0.934113 | 0.922164 | 0.919168 | 0.888817 | 0.858716
nmf,Lianhui Qin,Human-Computer Interaction | Machine Learning | Natural Language Processing,Human-Computer Interaction,0.840236,Human-Computer Interaction | Natural Language Processing | Visualization,0.840236 | 0.815712 | 0.809889,Human-Computer Interaction | Natural Language Processing | Visualization | Robotics | Software Engineering,0.840236 | 0.815712 | 0.809889 | 0.798067 | 0.787448
nmf,Lidan Shou,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Databases,0.945735,Databases | Data Mining | The Web & Information Retrieval,0.945735 | 0.941493 | 0.918752,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Artificial Intelligence,0.945735 | 0.941493 | 0.918752 | 0.900871 | 0.892416
nmf,Lie He,Machine Learning,Machine Learning,0.708022,Machine Learning | Artificial Intelligence | Data Mining,0.708022 | 0.688731 | 0.674206,Machine Learning | Artificial Intelligence | Data Mining | Databases | Computer Vision,0.708022 | 0.688731 | 0.674206 | 0.657499 | 0.643592
nmf,Lihui Liu,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Databases,0.897287,Databases | The Web & Information Retrieval | Data Mining,0.897287 | 0.872565 | 0.861451,Databases | The Web & Information Retrieval | Data Mining | Software Engineering | Natural Language Processing,0.897287 | 0.872565 | 0.861451 | 0.815836 | 0.757737
nmf,Lin Gao 0004,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning,Computer Graphics,0.824424,Computer Graphics | Computer Vision | Robotics,0.824424 | 0.538018 | 0.514211,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Machine Learning,0.824424 | 0.538018 | 0.514211 | 0.469714 | 0.392538
nmf,Lin Gu 0003,Artificial Intelligence | Computer Vision | Data Mining | Human-Computer Interaction | Machine Learning,Computer Vision,0.730138,Computer Vision | Computer Graphics | Human-Computer Interaction,0.730138 | 0.721922 | 0.708180,Computer Vision | Computer Graphics | Human-Computer Interaction | Machine Learning | Artificial Intelligence,0.730138 | 0.721922 | 0.708180 | 0.682481 | 0.679412
nmf,Lin Shao 0002,Computer Vision | Machine Learning | Robotics,Computer Graphics,0.687004,Computer Graphics | Robotics | Computer Vision,0.687004 | 0.559128 | 0.530769,Computer Graphics | Robotics | Computer Vision | Visualization | Databases,0.687004 | 0.559128 | 0.530769 | 0.529977 | 0.529716
nmf,Lina Yao 0001,Artificial Intelligence | Computer Vision | Data Mining | Human-Computer Interaction | Machine Learning | Natural Language Processing | Robotics | The Web & Information Retrieval,Natural Language Processing,0.887685,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.887685 | 0.836109 | 0.812394,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Artificial Intelligence | Visualization,0.887685 | 0.836109 | 0.812394 | 0.808260 | 0.804078
nmf,Linfeng Zhang 0001,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Computer Vision,0.832053,Computer Vision | Machine Learning | Computer Graphics,0.832053 | 0.785844 | 0.780245,Computer Vision | Machine Learning | Computer Graphics | Artificial Intelligence | Human-Computer Interaction,0.832053 | 0.785844 | 0.780245 | 0.778925 | 0.745503
nmf,Ling Chen 0006,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Software Engineering,0.890801,Software Engineering | The Web & Information Retrieval | Natural Language Processing,0.890801 | 0.890701 | 0.861818,Software Engineering | The Web & Information Retrieval | Natural Language Processing | Data Mining | Databases,0.890801 | 0.890701 | 0.861818 | 0.839656 | 0.834398
